"text","id.x","id.y"
"little bee books inc",2033,1967
"little bigfoot",2034,1968
"little brown",2035,1969
"little brown and co",2036,NA
"little brown and co;;little brown and company",NA,1970
"little brown and company",2037,NA
"little brown book group",2038,1971
"little brown house publishing company",2039,1972
"little brown spark",2040,1973
"little simon",2041,1974
"little tiger",2042,1975
"little tiger press",2043,1976
"littlefield adams",2044,1977
"littman library of jewish civilization",2045,1978
"liturgical conference",2046,1979
"liveright",2047,1980
"llewellyn publications",2048,1981
"london",2049,1982
"london borough of lambeth and the lambeth local history forum",2050,1983
"lone pine pub international",2051,1984
"lonely planet",2052,1985
"lonely planet publications pty ltd",2053,1986
"longhouse",2054,1987
"longman",2055,1988
"longman group",2056,1989
"longman hurst rees orme and brown",2057,1990
"longmans green",2058,1991
"longmeadow press",2059,1992
"lorenz books",2060,1993
"los angeles county museum of art",2061,1994
"louisiana state university press",2062,1995
"love food",2063,1996
"love inspired books",2064,1997
"love pub co",2065,1998
"lowebros publishing",2066,1999
"loyola press",2067,2000
"lulu",2068,2001
"luminis books",2069,2002
"lumos learning",2070,2003
"luna",2071,2004
"lund humphries",2072,2005
"lutterworth press",2073,2006
"lyceum books",2074,2007
"lyle stuart",2075,2008
"lynne rienner",2076,2009
"lynne rienner publishers",2077,2010
"lyons legacy publishing",2078,2011
"lyons press",2079,2012
"lyrical underground kensington publishing corp",2080,2013
"lythway press",2081,2014
"m dekker",2082,NA
"m dekker inc",2083,NA
"m dekker inc;;marcel dekker inc",NA,2016
"m dekker;;marcel dekker",NA,2015
"m e sharpe",2084,2017
"m evans",2085,2018
"m i t press",2086,NA
"m i t press;;mit press",NA,2019
"m nijhoff",2087,2020
"macat international ltd",2088,2021
"macdonald",2089,2022
"macdonald and co",2090,2023
"macdonald educational",2091,2024
"mackinac island press",2092,2025
"maclehose press",2093,2026
"maclehose press quercus",2094,2027
"macmillan",2095,2028
"macmillan children's",2096,2029
"macmillan children's books",2097,2030
"macmillan education",2098,2031
"macmillan heinemann elt",2099,2032
"macmillan press",2100,2033
"macmillan pub co",2101,NA
"macmillan pub co;;macmillan publishing company",NA,2034
"macmillan publishers",2102,2035
"macmillan publishing company",2103,NA
"macmillan publishing group",2104,2036
"madison books",2105,2037
"mage publishers mage publishers inc",2106,2038
"magic inc",2107,2039
"magna large print books",2108,2040
"magna print",2109,2041
"magna print books",2110,2042
"magpie ink",2111,2043
"main street rag publishing company",2112,2044
"mainstream",2113,2045
"mainstream publishing",2114,2046
"making memories",2115,2047
"mallard press",2116,2048
"mammoth",2117,2049
"manchester university press",2118,2050
"mandarin",2119,2051
"mango publishing group",2120,2052
"manhattan prep",2121,2053
"manhattan prep publishing",2122,2054
"manning",2123,2055
"manning publications co",2124,2056
"mantle",2125,2057
"mantra",2126,2058
"mantra lingua",2127,2059
"mapie books",2128,2060
"marcel dekker",2129,NA
"marcel dekker inc",2130,NA
"marcus r bowman",2131,2061
"margaret k mcelderry books",2132,2062
"margaret thomas",2133,2063
"mariner books houghton mifflin",2134,2064
"mariner books houghton mifflin harcourt",2135,2065
"marion boyars",2136,2066
"marquette university press",2137,2067
"marshall cavendish",2138,2068
"marshall cavendish benchmark",2139,2069
"marshall cavendish elt",2140,2070
"marvel",2141,2071
"marvel comics",2142,2072
"marvel entertainment",2143,2073
"marvel publishing",2144,2074
"marvel worldwide",2145,2075
"marvel worldwide a subsidiary of marvel entertainment llc",2146,2076
"marvel worldwide inc",2147,2077
"marvel worldwide inc a subsidary of marvel entertainment llc",2148,2078
"marvel worldwide inc a subsidiary of marvel entertainment llc",2149,2079
"mary goulet media",2150,2080
"mary jane hayes",2151,2081
"mary jones day",2152,2082
"mascot books",2153,2083
"mason crest",2154,2084
"mason crest publishers",2155,2085
"masquerade books",2156,2086
"massachusetts historical society",2157,2087
"masterwork books",2158,2088
"matador",2159,2089
"materials research society",2160,2090
"mathematical association of america",2161,2091
"matian press",2162,2092
"matthew deans",2163,2093
"maverick books inc",2164,2094
"may 4th productions inc",2165,2095
"mayo clinic scientific press",2166,2096
"mc farland and company inc publishers",2167,NA
"mc farland and company inc publishers;;mcfarland and company inc publishers",NA,2097
"mcclelland and stewart",2168,2098
"mcdonald institute for archaeological research university of cambridge",2169,2099
"mcfarland",2170,2100
"mcfarland and co",2171,NA
"mcfarland and co publishers",2172,2102
"mcfarland and co;;mcfarland and company",NA,2101
"mcfarland and company",2173,NA
"mcfarland and company inc publishers",2174,NA
"mcgill queen's university press",2175,NA
"mcgill queen's university press;;mcgill queen'suniversity press",NA,2103
"mcgill queen'suniversity press",2176,NA
"mcgraw hill",2177,2104
"mcgraw hill book co",2178,NA
"mcgraw hill book co;;mcgraw hill book company",NA,2105
"mcgraw hill book company",2179,NA
"mcgraw hill children's pub",2180,NA
"mcgraw hill children's pub;;mcgraw hill children's publishing",NA,2106
"mcgraw hill children's publishing",2181,NA
"mcgraw hill co",2182,2107
"mcgraw hill custom publishing mcgraw hill ryerson",2183,2108
"mcgraw hill education",2184,2109
"mcgraw hill education create",2185,2110
"mcgraw hill education india private limited",2186,2111
"mcgraw hill education medical",2187,2112
"mcgraw hill higher education",2188,2113
"mcgraw hill inc health professions divisions",2189,2114
"mcgraw hill international book co",2190,2115
"mcgraw hill irwin",2191,2116
"mcgraw hill learning solutions",2192,2117
"mdis publications",2193,2118
"meadowbrook press",2194,2119
"mediaworks",2195,2120
"medical information science reference",2196,2121
"medieval institute publications",2197,2122
"medikidz publishing",2198,2123
"medmaster",2199,2124
"mel bay publications",2200,2125
"memento pub",2201,2126
"menasha ridge press",2202,2127
"menasha rigde press",2203,2128
"mendon cottage books jd biz publishing",2204,2129
"mentoring minds",2205,2130
"mercat press",2206,2131
"mercer university press",2207,2132
"meredith rachek",2208,2133
"merehurst press",2209,2134
"merkos l'inyonei chinuch",2210,2135
"merlin books",2211,2136
"merriam webster",2212,2137
"merriam webster incorporated",2213,2138
"mesorah publications",2214,2139
"methuen",2215,2140
"methuen and co ltd",2216,2141
"metro books",2217,2142
"metropolitan books henry holt and company",2218,2143
"metropolitan museum of art",2219,2144
"meyer and meyer sport",2220,2145
"michigan state university press",2221,2146
"microsoft press",2222,2147
"milet",2223,2148
"milet publishing",2224,2149
"millbrook press",2225,2150
"millennium",2226,2151
"mills and boon",2227,2152
"mills and boon ltd",2228,2153
"mind unlimited press",2229,2154
"minotaur books",2230,2155
"miranda gargasz",2231,2156
"mirror publishing",2232,2157
"missouri botanical garden press",2233,2158
"mit",2234,2159
"mit press",2235,NA
"mitchell lane publishers",2236,2160
"mjf books",2237,2161
"mjf books fine communications",2238,2162
"mlr press llc",2239,2163
"modern curriculum press",2240,2164
"modern language association of america",2241,2165
"modern library",2242,2166
"momentum press",2243,2167
"mometrix media llc",2244,2168
"monthly review press",2245,2169
"montserrat college of art",2246,2170
"moody press",2247,2171
"moody publishers",2248,2172
"moon books",2249,2173
"moon pie press",2250,2174
"moon publications",2251,2175
"moonlight",2252,2176
"more than meets the i",2253,2177
"morgan and claypool",2254,2178
"morgan and claypool publishers",2255,2179
"morgan kaufmann",2256,2180
"morgan kaufmann publishers",2257,2181
"morris museum of art",2258,2182
"morrow",2259,2183
"mosby",2260,2184
"mountain springs house",2261,2185
"mountaineers",2262,2186
"mountcastle company",2263,2187
"mouton de gruyter",2264,2188
"mouton publishers",2265,2189
"moyer bell",2266,2190
"mozaika publications",2267,2191
"mulberry books",2268,2192
"mulholland books little brown and company",2269,2193
"muller",2270,2194
"multilingual matters",2271,2195
"museum of modern art",2272,2196
"mutual pub co",2273,2197
"mx publishing",2274,2198
"my lap shop publishers",2275,2199
"mysteries of life",2276,2200
"mysterious press",2277,2201
"mysteriouspress com open road",2278,2202
"mysteriouspress com open road integrated media",2279,2203
"mysteriouspress com open road integrated media inc",2280,2204
"mythic island press llc",2281,2205
"nacac",2282,2206
"nafems",2283,2207
"nafis and cornish",2284,2208
"narcotics anonymous world services",2285,2209
"nash pub",2286,2210
"national academies press",2287,2211
"national academy",2288,2212
"national academy of sciences national research council",2289,2213
"national academy press",2290,2214
"national association for the education of young children",2291,2215
"national braille press",2292,2216
"national catholic educational association",2293,2217
"national center for nonprofit boards",2294,2218
"national center for youth issues",2295,2219
"national conference of synagogue youth union of orthodox jewish congregations of america",2296,2220
"national consumer law center",2297,2221
"national education association of the united states",2298,2222
"national fire protection association",2299,2223
"national gallery of art",2300,2224
"national geographic",2301,2225
"national geographic society",2302,2226
"national highlights inc",2303,2227
"national italian american foundation",2304,2228
"national lampoon magazine",2305,2229
"national learning co",2306,2230
"national learning corporation",2307,2231
"national museum of women in the arts",2308,2232
"national research council",2309,2233
"national science teachers association",2310,2234
"national stone sand and gravel association",2311,2235
"national textbook co",2312,2236
"nautical books",2313,2237
"naval institute press",2314,2238
"navpress",2315,2239
"navpress publishing",2316,2240
"nazarene publishing house",2317,2241
"nazraeli press",2318,2242
"ncc blacwell",2319,2243
"ncc training the national computing centre ltd",2320,2244
"nel ashley",2321,2245
"nelson",2322,2246
"nelson atkins museum of art",2323,2247
"netcomics",2324,2248
"network4learning inc",2325,2249
"never forget publishing",2326,2250
"new american library",2327,2251
"new amsterdam",2328,2252
"new burlington books",2329,2253
"new delhi",2330,2254
"new directions",2331,2255
"new directions books",2332,2256
"new directions pub corp",2333,NA
"new directions pub corp;;new directions publ corp",NA,2257
"new directions publ corp",2334,NA
"new england historic genealogical society",2335,2258
"new english library",2336,2259
"new english review press",2337,2260
"new forest press",2338,2261
"new generation publishing",2339,2262
"new harbinger publications inc",2340,2263
"new island books",2341,2264
"new line books",2342,2265
"new museum of contemporary art",2343,2266
"new park publications",2344,2267
"new press",2345,2268
"new riders",2346,2269
"new vessel press",2347,2270
"new viewpoints",2348,2271
"new word city inc",2349,2272
"new world library",2350,2273
"new york",2351,2274
"new york review books",2352,2275
"new york university press",2353,2276
"newbridge educational publishing",2354,2277
"newbury house publishers",2355,2278
"newcal publishing",2356,2279
"newcon press",2357,2280
"newfound press the university of tennessee libraries 2018",2358,2281
"newlands photographic",2359,2282
"newsweek",2360,2283
"newsweek books",2361,2284
"next step test prep",2362,2285
"niagara large print ulverscroft group ltrd",2363,2286
"nicholas brealey publishing",2364,2287
"nick hern",2365,2288
"nick hern books",2366,2289
"nick hern books limited",2367,2290
"nightboat books",2368,2291
"nijhoff publishers",2369,2292
"nilgiri press",2370,2293
"nobrow",2371,2294
"noel davidson",2372,2295
"nolo",2373,2296
"nolo press",2374,2297
"nomad press",2375,2298
"noonday press",2376,2299
"nordland heritage foundation",2377,2300
"nordskog publishing inc",2378,2301
"north american association for environmental education",2379,2302
"north atlantic books",2380,2303
"north holland",2381,2304
"north holland pub co",2382,2305
"north light",2383,2306
"north light books",2384,2307
"north parade publishing",2385,2308
"north south books",2386,2309
"north star editions",2387,2310
"north star press of st cloud inc",2388,2311
"northcote",2389,2312
"northfield publishing",2390,2313
"northlight studio press",2391,2314
"northwestern university press",2392,2315
"norton",2393,2316
"norwood house press",2394,2317
"nosy crow",2395,2318
"not a cult",2396,2319
"notramour press",2397,2320
"nova biomedical books",2398,2321
"nova publishers",2399,2322
"nova science publishers",2400,2323
"nova science publishers inc",2401,2324
"nova science publishers incorporation",2402,2325
"novello",2403,2326
"novinka",2404,2327
"now",2405,2328
"now publishers",2406,2329
"now publishers inc",2407,2330
"nsf scotland",2408,2331
"nsta press",2409,2332
"nta press national science teachers association",2410,2333
"ntc business books",2411,2334
"ntc publishing group",2412,2335
"nubeocho",2413,2336
"nyla publishing",2414,2337
"nyq books",2415,2338
"o books",2416,2339
"o'brien press ltd",2417,2340
"o'reilly",2418,2341
"o'reilly and associates",2419,2342
"o'reilly media",2420,2343
"o'reilly media inc",2421,2344
"oak hill pub",2422,2345
"oak knoll press",2423,2346
"oak publications",2424,2347
"oberon books",2425,2348
"oberon books ltd",2426,2349
"obsidian published by new american library",2427,2350
"oceanview publishing",2428,2351
"octagon books",2429,2352
"octopus books",2430,2353
"octopus publishing group ltd",2431,2354
"oecd",2432,2355
"oecd iea",2433,2356
"ogee zakamora publications",2434,2357
"ohio university press",2435,2358
"old school press",2436,2359
"old world christmas",2437,2360
"olearius editions",2438,2361
"oliphant anderson and ferrier",2439,2362
"olive press",2440,2363
"olivegirl press",2441,2364
"omnidawn publishing",2442,2365
"omnigraphics",2443,2366
"on the mark press",2444,2367
"oneworld",2445,2368
"oneworld academic",2446,2369
"oneworld publications",2447,2370
"oni press inc",2448,2371
"onyx",2449,2372
"ooligan press",2450,2373
"open book publishers",2451,2374
"open court",2452,2375
"open hand pub",2453,2376
"open letter",2454,2377
"open road",2455,2378
"open road integrated media",2456,2379
"open road integrated media inc",2457,2380
"open road media",2458,2381
"open road media integrated media",2459,2382
"open university press",2460,2383
"open university press mcgraw hill education",2461,2384
"opening lotus",2462,2385
"optical society of america",2463,2386
"optum",2464,2387
"or books",2465,2388
"or books llc",2466,2389
"orange county museum of art",2467,2390
"orange door press",2468,2391
"orb",2469,2392
"orbis books",2470,2393
"orbit",2471,2394
"orchard",2472,2395
"orchard books",2473,2396
"organic prepper",2474,2397
"original co",2475,2398
"original works pub",2476,2399
"orion",2477,2400
"orion books",2478,2401
"orion pub",2479,2402
"orion publishing group ltd",2480,2403
"orion spring",2481,2404
"oro editions",2482,2405
"orphiflamme press",2483,2406
"osa",2484,2407
"osage publications",2485,2408
"osborne and associates",2486,2409
"oscar's house press",2487,2410
"osprey",2488,2411
"osprey pub",2489,NA
"osprey pub;;osprey publishing",NA,2412
"osprey publishing",2490,NA
"other press",2491,2413
"other stories",2492,2414
"our written lives of hope llc",2493,2415
"outskirts press",2494,2416
"outskirts press inc",2495,2417
"oval books",2496,2418
"overcup press",2497,2419
"overlook omnibus",2498,2420
"overlook press",2499,2421
"overlook press new york ny",2500,2422
"owl kids",2501,2423
"oxbow books",2502,2424
"oxford and ibh",2503,2425
"oxford stockley",2504,2426
"oxford univ press",2505,NA
"oxford univ press;;oxford university press",NA,2427
"oxford university",2506,2428
"oxford university press",2507,NA
"oxford university press for the international institute for strategic studies",2508,2429
"oxford university press usa",2509,2430
"oxmoor house",2510,2431
"p a cook",2511,2432
"p i e peter lang",2512,2433
"p lang",2513,NA
"p lang;;peter lang",NA,2434
"p s i and associates",2514,2435
"p3 pub",2515,2436
"pace press",2516,2437
"packt",2517,2438
"packt publishing",2518,2439
"packt publishing limited",2519,NA
"packt publishing limited;;packt publishing ltd",NA,2440
"packt publishing ltd",2520,NA
"paddington press ltd",2521,2441
"page branch pub",2522,2442
"page publishing inc",2523,2443
"page street publishing co",2524,2444
"paladin press",2525,2445
"palgrave",2526,2446
"palgrave macmillan",2527,2447
"palgrave macmillan education",2528,2448
"palgrave pivot",2529,2449
"pan",2530,2450
"pan african university press",2531,2451
"pan books",2532,2452
"pan macmillan",2533,2453
"pan stanford publishing",2534,2454
"panamericana editorial",2535,2455
"pandora",2536,2456
"pantheon books",2537,2457
"papercutz",2538,2458
"paperjacks",2539,2459
"paradigm publishers",2540,2460
"paragon chivers",2541,2461
"parallax press",2542,2462
"parallel press university of wisconsin madison libraries",2543,2463
"parenting and teaching publications",2544,2464
"parenting press",2545,2465
"parents' magazine press",2546,2466
"parlor press",2547,2467
"parragon",2548,2468
"parragon books ltd",2549,2469
"parragon inc",2550,2470
"parragon pub",2551,NA
"parragon pub;;parragon publishing",NA,2471
"parragon publishing",2552,NA
"partners in nutrition and the chef marshall o'brien group",2553,2472
"pat and pals",2554,2473
"paternoster",2555,2474
"pathfinder",2556,2475
"pathfinder press",2557,2476
"paths international ltd",2558,2477
"patricia g barnes",2559,2478
"patterson smith",2560,2479
"paul h brookes publishing",2561,2480
"pavilion publishing and media ltd",2562,2481
"peace of mind",2563,2482
"peachpit",2564,2483
"peachtree",2565,2484
"peachtree pub",2566,2485
"peacock publications",2567,2486
"peanuts",2568,2487
"pearson",2569,2488
"pearson education",2570,2489
"pearson education inc",2571,2490
"pearson education limited",2572,2491
"pearson education prentice hall",2573,2492
"pearson learning group",2574,2493
"pearson learning solutions",2575,2494
"pearson prentice hall",2576,2495
"pebble books",2577,2496
"peekash press",2578,2497
"pegasus",2579,2498
"pegasus books",2580,2499
"peirene",2581,2500
"pelagic publishing",2582,2501
"pelican pub",2583,2502
"pelican publishing company inc",2584,2503
"pen and sword history",2585,2504
"pen and sword military",2586,2505
"pen and sword transport",2587,2506
"pen name publishing",2588,2507
"penguin",2589,2508
"penguin books",2590,2509
"penguin books australia",2591,2510
"penguin books ltd",2592,2511
"penguin bookspuffin books",2593,2512
"penguin compass",2594,2513
"penguin group",2595,2514
"penguin group usa",2596,2515
"penguin group usa llc",2597,2516
"penguin press",2598,2517
"penguin publishing group",2599,2518
"penguin putnam",2600,2519
"penguin ran dom house",2601,NA
"penguin ran dom house;;penguin random house",NA,2520
"penguin random house",2602,NA
"penguin random house llc",2603,2521
"penguin young readers",2604,2522
"pennsylvania state university press",2605,2523
"people habitat communications",2606,2524
"perennial library",2607,2525
"perfectbound",2608,2526
"pergamon",2609,2527
"pergamon press",2610,2528
"pergamon press ltd",2611,2529
"perigee books",2612,2530
"perma bound books",2613,2531
"permanent press",2614,2532
"perpetual motion machine publishing",2615,2533
"persea books",2616,2534
"perseus",2617,2535
"perseus books",2618,2536
"perseus publishing",2619,2537
"perseverance press",2620,2538
"peter bedrick books",2621,2539
"peter lang",2622,NA
"peter lang publishing",2623,2540
"peter owen",2624,2541
"peter owen publishers",2625,2542
"peter smith",2626,2543
"peterson publishing company",2627,2544
"pg press",2628,2545
"phaidon",2629,2546
"phaidon press",2630,2547
"phaidon press inc",2631,2548
"phaidon press limited",2632,2549
"pharos editions",2633,2550
"philadelphia museum of art",2634,2551
"phillimore",2635,2552
"philomel books",2636,2553
"phoenix",2637,2554
"phoenix illustrated",2638,2555
"phoenix international publications inc",2639,2556
"phoenix press",2640,2557
"pi kids phoenix international publications",2641,2558
"piatkus",2642,2559
"picador",2643,2560
"picador farrar straus and giroux",2644,2561
"piccadilly books ltd",2645,2562
"pickering and chatto",2646,2563
"pickwick publications",2647,2564
"pickwik publication",2648,2565
"picture corgi",2649,2566
"piedmont archaeological studies trust inc",2650,2567
"pimlico",2651,2568
"pineapple press",2652,2569
"pines publishing",2653,2570
"pines publishing inc",2654,2571
"pinnacle",2655,2572
"pinnacle books",2656,2573
"pinnacle books kensington publishing corp",2657,2574
"pioneer works press",2658,2575
"piper books",2659,2576
"pira international",2660,2577
"pitkin publishing",2661,2578
"pitman",2662,2579
"pitman publishing",2663,2580
"playscripts inc",2664,2581
"plaza and jane s",2665,2582
"plenum",2666,2583
"plenum p",2667,NA
"plenum p;;plenum press",NA,2584
"plenum press",2668,NA
"plexus publishing limited",2669,2585
"plume",2670,2586
"plume book",2671,2587
"plural publishing inc",2672,2588
"pluto press",2673,2589
"pneuma publishing",2674,2590
"pockert books",2675,2591
"pocket book",2676,2592
"pocket books",2677,2593
"pocket star books",2678,2594
"pogo",2679,2595
"point blank",2680,2596
"pointed leaf press llc",2681,2597
"poisoned pen press",2682,2598
"policy press",2683,2599
"polity",2684,2600
"polity press",2685,2601
"ponyclub stabenfeldt a s",2686,2602
"poolbeg press",2687,2603
"poolbeg press ltd",2688,2604
"pop publishing and distribution",2689,2605
"portfolio penguin",2690,2606
"portland house",2691,2607
"portland press limited",2692,2608
"portobello books",2693,2609
"post hill press book",2694,2610
"potomac books",2695,2611
"pow",2696,2612
"powderhorn365",2697,2613
"powerkids press",2698,2614
"practical action publishing",2699,2615
"practical anthropology",2700,2616
"practical pre school books",2701,2617
"practising law institute",2702,2618
"praeger",2703,2619
"praetorius publishers llc",2704,2620
"pragmatic bookshelf",2705,2621
"prc publishing",2706,2622
"preface publishing",2707,2623
"prentice hall",2708,2624
"prentice hall books for young readers",2709,2625
"presidio press",2710,2626
"press syndicate of the university of cambridge",2711,2627
"prestel",2712,2628
"preventive vet",2713,2629
"previewport editions",2714,2630
"price stern sloan",2715,2631
"priddy books",2716,2632
"pride and imprints",2717,2633
"prim ed pub",2718,2634
"primal blueprint publishing",2719,2635
"primedia",2720,2636
"prince society",2721,2637
"princeton architectural press",2722,2638
"princeton university pres",2723,NA
"princeton university pres;;princeton university press;;princeton universitypress",NA,2639
"princeton university press",2724,NA
"princeton universitypress",2725,NA
"princeton universrity press",2726,2640
"print",2727,2641
"printers row publishing group",2728,2642
"prism",2729,2643
"professional publications inc",2730,2644
"profile books",2731,2645
"profile books ltd",2732,2646
"programme des nations unies pour le de veloppement bureau re gional pour l'afrique",2733,2647
"project management institute incorporated",2734,2648
"promedia strategies llc",2735,2649
"prometheus books",2736,2650
"prometheus nemesis",2737,2651
"promotional sales books",2738,2652
"proquest",2739,2653
"proquest llc",2740,2654
"prospecta press",2741,2655
"pski's porch",2742,2656
"psychology press",2743,2657
"psychology press taylor and francis group",2744,2658
"pub by thomas telford for the institution of civil engineers",2745,2659
"publicaffairs",2746,2660
"publications organization church of scientology of calif",2747,2661
"publishamerica",2748,2662
"published by disney lucasfilm press",2749,2663
"publisher not identified",2750,2664
"pucker art publications",2751,2665
"puffin",2752,2666
"puffin books",2753,2667
"punctum",2754,2668
"purdue university press",2755,2669
"pureread ltd",2756,2670
"purple toad publishing",2757,2671
"pushkin press",2758,2672
"pusse partout books",2759,2673
"putnam",2760,2674
"putnam and grosset group",2761,2675
"pws kent pub",2762,2676
"pyr",2763,2677
"qeb",2764,2678
"qeb publishing inc",2765,2679
"qed publishing",2766,2680
"quadrangle the new york times book co",2767,2681
"quadrille publishing",2768,2682
"quail creek publishing lcc",2769,2683
"quality chess",2770,2684
"quartet books",2771,2685
"quarto group",2772,2686
"quarto publishing for prospero books",2773,2687
"quarto publishing group usa inc",2774,2688
"que",2775,2689
"que publishing",2776,2690
"queen anne press",2777,2691
"queens house",2778,2692
"queenship pub co",2779,2693
"quercus",2780,2694
"quercus editons limited",2781,2695
"quid pro books",2782,2696
"quill",2783,2697
"quill ridge press inc",2784,2698
"quintessence",2785,2699
"quintessence pub co",2786,2700
"quirk books",2787,2701
"r bentley",2788,2702
"r e i press",2789,2703
"r e krieger pub co",2790,2704
"r hale",2791,NA
"r hale;;robert hale",NA,2705
"r speller",2792,2706
"r77 pub",2793,2707
"rabbit publishers",2794,2708
"race point publishing a member of quarto publishing group",2795,2709
"racehorse for young readers",2796,2710
"rachel schurig",2797,2711
"rachel van dyken",2798,2712
"radcliffe medical press",2799,2713
"radius books",2800,2714
"ragged banner",2801,2715
"ragnarok publications",2802,2716
"rainbow horizons publishing",2803,2717
"rainbow pub",2804,2718
"rainforest books",2805,2719
"raintree",2806,2720
"raintree steck vaughn",2807,2721
"rambling star publishing",2808,2722
"ramparts press",2809,2723
"rand",2810,2724
"rand corporation",2811,2725
"rand mcnally",2812,2726
"random",2813,2727
"random house",2814,2728
"random house children's books",2815,2729
"random house children's books a division of random house llc",2816,2730
"random house childrens books",2817,2731
"random house inc",2818,2732
"random house large print",2819,2733
"random house large prints",2820,2734
"random house publishing group",2821,2735
"random house trade paperbacks",2822,2736
"rapp and whiting",2823,2737
"rare bird books",2824,2738
"raven press",2825,2739
"ravette books",2826,2740
"raw spirituality",2827,2741
"razeware llc",2828,2742
"razorbill",2829,2743
"rcb publications",2830,2744
"rea",2831,2745
"rea research and education association",2832,2746
"read books ltd",2833,2747
"readaclassic com",2834,2748
"reader digest childrens books",2835,2749
"reader's digest children's books",2836,2750
"reader's digest press",2837,2751
"readers digest association",2838,2752
"readers to eaters",2839,2753
"reaktion",2840,2754
"reaktion books",2841,2755
"reaktion books ltd",2842,2756
"really great books",2843,2757
"red brick learning",2844,2758
"red chair press",2845,2759
"red fox",2846,2760
"red globe press",2847,2761
"red shed",2848,2762
"redemption press",2849,2763
"redhook",2850,2764
"reece winstone archive and publishing",2851,2765
"reel women media",2852,2766
"regina books",2853,2767
"regnery pub",2854,NA
"regnery pub;;regnery publishing",NA,2768
"regnery publishing",2855,NA
"regnery publishing inc",2856,2769
"regnum books international",2857,2770
"reidel",2858,2771
"repeater",2859,2772
"research and data section of un women",2860,2773
"research and education association",2861,2774
"resource publications",2862,2775
"resources for infant educarers",2863,2776
"resources safety department of mines and petroleum",2864,2777
"responsible management inc",2865,2778
"revell",2866,2779
"rhinegold education",2867,2780
"rice universe publishing",2868,2781
"richard dennis",2869,2782
"richard k miller and associates",2870,2783
"richard k moore",2871,2784
"rigby",2872,2785
"rigos professional education programs",2873,2786
"river point press",2874,2787
"river publishing",2875,2788
"riverhead books",2876,2789
"riverrun",2877,2790
"riverside publishing company",2878,2791
"rizzoli",2879,2792
"rizzoli international publications",2880,2793
"rizzoli international publications inc",2881,2794
"roaring brook press",2882,2795
"robert hale",2883,NA
"robin trustman hofmann",2884,2796
"robinson pub",2885,2797
"robson press",2886,2798
"roc",2887,2799
"roc new american library",2888,2800
"rockbridge press",2889,2801
"rocking chair kids",2890,2802
"rockport publishers",2891,2803
"rocky nook",2892,2804
"rodale",2893,2805
"rodopi",2894,2806
"roguegiraffe books",2895,2807
"rohit gaur studios",2896,2808
"rose river press",2897,2809
"rosen pub group",2898,2810
"rosen publishing",2899,2811
"rosen publishing's rosen central",2900,2812
"rosenfeld media",2901,2813
"rosetta books",2902,2814
"round table companies",2903,2815
"roundfire books",2904,2816
"rourke educational media",2905,2817
"rourke pub group",2906,2818
"rourke publishing llc",2907,2819
"routledge",2908,2820
"routledge and kegan paul",2909,2821
"routledge cavendish",2910,2822
"routledge productivity press",2911,2823
"routledge taylor and francis",2912,2824
"routledge taylor and francis group",2913,2825
"routledgecurzon",2914,2826
"routledgefalmer",2915,2827
"routledgw",2916,2828
"routlege taylor and francis group",2917,2829
"rovereto tn",2918,2830
"rowan and littlefield",2919,2831
"rowman and allanheld",2920,2832
"rowman and littlefield",2921,2833
"rowman and littlefield education",2922,2834
"rowman and littlefield international",2923,2835
"rowman and littlefield international ltd is an affiliate of rowman and littlefield lanham maryland",2924,2836
"rowman and littlefield pub group",2925,2837
"rowman and littlefield publishers",2926,2838
"rowman and littlefield publishers inc",2927,2839
"rowman and littlefield publishing group inc",2928,2840
"royal academy of arts",2929,2841
"royal botanic gardens kew",2930,2842
"royal collection trust",2931,2843
"royal fireworks press",2932,2844
"royal gunpowder mills",2933,2845
"royal society of chemistry",2934,2846
"royalty publishing house",2935,2847
"rp kids",2936,2848
"rsc publishing",2937,2849
"ruka press",2938,2850
"running press",2939,2851
"running prfess",2940,2852
"russell and russell",2941,2853
"russell sage foundation",2942,2854
"russkii i a zyk",2943,2855
"rutgers university press",2944,2856
"ryland peters and small",2945,2857
"s bagster",2946,2858
"s bagster and sons",2947,2859
"s bowles",2948,2860
"s e cassino",2949,2861
"s french",2950,NA
"s french;;samuel french",NA,2862
"s j quast",2951,2863
"s sonnenschein",2952,2864
"s t m publishers",2953,2865
"s thaxter",2954,2866
"s weiser",2955,2867
"saddleback educational publishing",2956,2868
"saddleback publishing",2957,2869
"sage",2958,2870
"sage and scribe llc",2959,2871
"sage learningmatters",2960,2872
"sage pub",2961,2873
"sage pubications",2962,2874
"sage publications",2963,2875
"sage publications inc",2964,2876
"sage publications india pvt ltd",2965,2877
"sage publications ltd",2966,2878
"sage reference",2967,2879
"sagebrush large print westerns",2968,2880
"sagging meniscus",2969,2881
"saint mary's college of california",2970,2882
"saint paul press",2971,2883
"salalm secretariat general library university of new mexico",2972,2884
"salem press",2973,2885
"salubris resources",2974,2886
"salute usa",2975,2887
"sams",2976,2888
"samuel dorsky museum of art state university of new york at new paltz",2977,2889
"samuel french",2978,NA
"sandpiper",2979,2890
"sandra troux mysteries llc",2980,2891
"sandy creek",2981,2892
"sapientia press of ave maria university",2982,2893
"sarah seidelmann publishing llc",2983,2894
"saraydarian institute",2984,2895
"sas institute",2985,2896
"sas institute inc",2986,2897
"sasc llc",2987,2898
